provider	case	record_id	record_class	source_locator	canonical_parent_id	canonical_conversation_id	disposition	reason
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a29a096a9aed40629	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a29a096a9aed40629.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a3b287b1775334ba5	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a3b287b1775334ba5.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a3d3e7db56f1fbbf5	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a3d3e7db56f1fbbf5.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a4bd0dbee3612cbd7	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a4bd0dbee3612cbd7.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a81386ef6321d1b53	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a81386ef6321d1b53.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a9900fff1d509ac01	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-a9900fff1d509ac01.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-aa72d5e104b1c1505	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-aa72d5e104b1c1505.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-ab6b0e1d7c0668008	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-ab6b0e1d7c0668008.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-accfb05fbbd87517e	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-accfb05fbbd87517e.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-ad899a56bad3fae32	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-ad899a56bad3fae32.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-ae8b5cd1385e0cc12	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/agent-ae8b5cd1385e0cc12.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a0d954662111845d2	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a0d954662111845d2.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a1b62bda98bc9f8df	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a1b62bda98bc9f8df.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a2fc04b3195f3b37e	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a2fc04b3195f3b37e.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a314b113929aa6ec5	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a314b113929aa6ec5.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a73a79d97bb526f01	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a73a79d97bb526f01.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a976b7f4c05982a06	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a976b7f4c05982a06.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a9f40769771681b73	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-a9f40769771681b73.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-aae80824372f9dded	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-aae80824372f9dded.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-ab64ed135f6a225e7	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-ab64ed135f6a225e7.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-abaf61af164147ae3	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-abaf61af164147ae3.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-ad5c50346b61cc0a5	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-ad5c50346b61cc0a5.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-af0711edcc7a6cece	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-af0711edcc7a6cece.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-af4193da68f3cee71	subagent	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/agent-af4193da68f3cee71.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	32add479-d332-44f0-ae03-8ed849c86377:32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/journal	workflow-journal	claude:ARC-AGI-3/32add479-d332-44f0-ae03-8ed849c86377/subagents/workflows/wf_a67a8f26-597/journal.jsonl	32add479-d332-44f0-ae03-8ed849c86377	32add479-d332-44f0-ae03-8ed849c86377	trace-only	workflow journal; traceability only
Claude Code	ARC-AGI-3	35f8af06-2ad6-4ef9-a92c-e3d370c6bf9d	tool-result-derivative	claude:ARC-AGI-3/35f8af06-2ad6-4ef9-a92c-e3d370c6bf9d.jsonl	not-recorded	not-counted	trace-only	SDK-created record; excluded from human conversation counts
Claude Code	ARC-AGI-3	3748ec10-3e2a-4073-b629-d9a32f44c959	tool-result-derivative	claude:ARC-AGI-3/3748ec10-3e2a-4073-b629-d9a32f44c959.jsonl	not-recorded	not-counted	trace-only	SDK-created record; excluded from human conversation counts
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e	primary-session	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e.jsonl	573f46bd-f297-4c15-8028-9676d148ba1b	573f46bd-f297-4c15-8028-9676d148ba1b	excluded-continuation	linked by legacy session or bridge identifier
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a018c0dae59f1ff40	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a018c0dae59f1ff40.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a024b9a547064b0e5	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a024b9a547064b0e5.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a042a2e3a41ab7bf8	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a042a2e3a41ab7bf8.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a06eda0da7665e20c	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a06eda0da7665e20c.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a07be05a8cb13bb46	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a07be05a8cb13bb46.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a083a0f0530ed9fff	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a083a0f0530ed9fff.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a094d46d4dde58971	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a094d46d4dde58971.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a09ac180427015a52	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a09ac180427015a52.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a0ba79d71e437aa75	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a0ba79d71e437aa75.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a0f8808f68844ab80	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a0f8808f68844ab80.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a0f8fe9bc269c320b	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a0f8fe9bc269c320b.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a249bc2637deaf75a	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a249bc2637deaf75a.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a25701e3ac703429b	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a25701e3ac703429b.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a265b0c9d197cec9c	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a265b0c9d197cec9c.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a2b20bd3e6c0c4d12	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a2b20bd3e6c0c4d12.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a2bc2847691225d6f	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a2bc2847691225d6f.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a39c18d29ea3731f9	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a39c18d29ea3731f9.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a3c19f1d441a85fb2	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a3c19f1d441a85fb2.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a3c95dbd5ae0794d6	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a3c95dbd5ae0794d6.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a3ca85fa482624a8f	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a3ca85fa482624a8f.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a3e97e6a5419716a4	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a3e97e6a5419716a4.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a411d306008bdd7a1	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a411d306008bdd7a1.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a445b82367e756021	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a445b82367e756021.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a4608361c2e0e9a39	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a4608361c2e0e9a39.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a4817b0223626181a	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a4817b0223626181a.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a4b2aab32c42e239d	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a4b2aab32c42e239d.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a4b6be2103004af61	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a4b6be2103004af61.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a530629cd3ce57fa5	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a530629cd3ce57fa5.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a533a856e71baed50	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a533a856e71baed50.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	38ec9bae-690c-4713-aa14-c3245497ca9e:38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a53b78f95f146b42d	subagent	claude:ARC-AGI-3/38ec9bae-690c-4713-aa14-c3245497ca9e/subagents/workflows/wf_c23aced7-ae2/agent-a53b78f95f146b42d.jsonl	38ec9bae-690c-4713-aa14-c3245497ca9e	573f46bd-f297-4c15-8028-9676d148ba1b	trace-only	child record linked to top-level Claude record
